unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-313-d43a4f964ff5,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:192630f409,9,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.71e73bb8d9fc.STACK.192630f409.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-d43a4f964ff5.pyc
cpython-313-9ae582b373ff,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:19fa320adc,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.772ede1f09fc.STACK.19fa320adc.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-9ae582b373ff.pyc
cpython-313-6d9320bb1c90,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1a07e3bef7,19,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.700566bd99fc.STACK.1a07e3bef7.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-6d9320bb1c90.pyc
cpython-313-ace318db6377,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b0328ea35,2,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7d58b31ce9fc.STACK.1b0328ea35.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-ace318db6377.pyc
cpython-313-00bd8c82af22,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b03f2aa71,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.70d444bd29fc.STACK.1b03f2aa71.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-00bd8c82af22.pyc
cpython-313-0461c83caf3f,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b459bde96,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7d3cb16fd9fc.STACK.1b459bde96.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0461c83caf3f.pyc
cpython-313-b44da3117bd4,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b45caf733,696,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.6fffa53bb9fc.STACK.1b45caf733.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-b44da3117bd4.pyc
cpython-313-54ee2c36432d,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b48a39a35,39,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.70325a1489fc.STACK.1b48a39a35.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-54ee2c36432d.pyc
cpython-313-1f0a3657a3c0,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:1b8576628f,3,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7317f2d5b9fc.STACK.1b8576628f.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1f0a3657a3c0.pyc
cpython-313-fd01f143667f,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:c720497b9,3,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.77b368f359fc.STACK.c720497b9.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-fd01f143667f.pyc
cpython-313-267dff1304e6,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:d70448624,6,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7077490549fc.STACK.d70448624.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-267dff1304e6.pyc
cpython-313-20a66c8d0836,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:db73cfd37,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7eeb1f5139fc.STACK.db73cfd37.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-20a66c8d0836.pyc
cpython-313-4c352f3d6921,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:e4a535e56,24,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.70ea559e59fc.STACK.e4a535e56.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-4c352f3d6921.pyc
cpython-313-ab53e3148375,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:e4a9ebc85,11,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.705bd26199fc.STACK.e4a9ebc85.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-ab53e3148375.pyc
cpython-313-6148292ae7da,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:ecf651792,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.79884f5e89fc.STACK.ecf651792.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-6148292ae7da.pyc
cpython-313-7e08bd42b83c,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:f04560ebc,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7134da93e9fc.STACK.f04560ebc.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-7e08bd42b83c.pyc
cpython-313-c1743be46b8e,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:f40b71089,8,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.700f9ab159fc.STACK.f40b71089.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-c1743be46b8e.pyc
cpython-313-b841a991c1ba,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:f4760f1ae,1,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.7d7b6da2e9fc.STACK.f4760f1ae.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-b841a991c1ba.pyc
cpython-313-1df61cb9f515,cpython-313,crash,SIGABRT,honggfuzz-filename,SIGABRT:f56c30465,5,"data/rq3/cpython-3.13/fuzz/crashes/SIGABRT.PC.70be0b9579fc.STACK.f56c30465.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1df61cb9f515.pyc
